Title,Authors,Category,Link
Improved Robustness of Deep Reinforcement Learning for Control of Time-Varying Systems by Bounded Extremum Seeking,Shaifalee Saxena; Alan Williams; Rafael Fierro; Alexander Scheinker,N/A,https://arxiv.org/abs/2510.02490
From Pixels to Factors: Learning Independently Controllable State Variables for Reinforcement Learning,Rafael Rodriguez-Sanchez; Cameron Allen; George Konidaris,N/A,https://arxiv.org/abs/2510.02484
Litespark Technical Report: High-Throughput; Energy-Efficient LLM Training Framework,Nii Osae Osae Dade; Moinul Hossain Rahat,N/A,https://arxiv.org/abs/2510.02483
Safe and Efficient In-Context Learning via Risk Control,Andrea Wynn; Metod Jazbec; Charith Peris; Rinat Khaziev; Anqi Liu; Daniel Khashabi; Eric Nalisnick,cs.AI,https://arxiv.org/abs/2510.02480
Uncertainty-Guided Model Selection for Tabular Foundation Models in Biomolecule Efficacy Prediction,Jie Li; Andrew McCarthy; Zhizhuo Zhang; Stephen Young,N/A,https://arxiv.org/abs/2510.02476
Heterogeneous Graph Representation of Stiffened Panels with Non-Uniform Boundary Conditions and Loads,Yuecheng Cai; Jasmin Jelovica,cs.CE,https://arxiv.org/abs/2510.02472
Predictive inference for time series: why is split conformal effective despite temporal dependence?,Rina Foygel Barber; Ashwin Pananjady,N/A,https://arxiv.org/abs/2510.02471
SAGE: Streaming Agreement-Driven Gradient Sketches for Representative Subset Selection,Ashish Jha; Salman Ahmadi-Asl,N/A,https://arxiv.org/abs/2510.02470
From Local Earthquake Nowcasting to Natural Time Forecasting: A Simple Do-It-Yourself (DIY) Method,John B Rundle; Ian Baughman; Andrea Donnellan; Lisa Grant; Geoffrey Fox,physics.geo-ph,https://arxiv.org/abs/2510.02467
Assessing the Potential for Catastrophic Failure in Dynamic Post-Training Quantization,Logan Frank; Paul Ardis,N/A,https://arxiv.org/abs/2510.02457
Market-Based Data Subset Selection -- Principled Aggregation of Multi-Criteria Example Utility,Ashish Jha; Valentin Leplat; AH Phan,N/A,https://arxiv.org/abs/2510.02456
How to Train Your Advisor: Steering Black-Box LLMs with Advisor Models,Parth Asawa; Alan Zhu; Matei Zaharia; Alexandros G. Dimakis; Joseph E. Gonzalez,N/A,https://arxiv.org/abs/2510.02453
Surveying the complex three Higgs doublet model with Machine Learning,Rafael Boto; João A. C. Matos; Jorge C. Romão; João P. Silva,hep-ph,https://arxiv.org/abs/2510.02445
Words That Make Language Models Perceive,Sophie L. Wang; Phillip Isola; Brian Cheung,cs.CL,https://arxiv.org/abs/2510.02425
Adaptive Deception Framework with Behavioral Analysis for Enhanced Cybersecurity Defense,Basil Abdullah AL-Zahrani,cs.CR,https://arxiv.org/abs/2510.02424
Higher-arity PAC learning; VC dimension and packing lemma,Artem Chernikov; Henry Towsner,N/A,https://arxiv.org/abs/2510.02420
BrowserArena: Evaluating LLM Agents on Real-World Web Navigation Tasks,Sagnik Anupam; Davis Brown; Shuo Li; Eric Wong; Hamed Hassani; Osbert Bastani,cs.AI,https://arxiv.org/abs/2510.02418
NEURODNAAI: Neural pipeline approaches for the advancing dna-based information storage as a sustainable digital medium using deep learning framework,Rakesh Thakur; Lavanya Singh; Yashika; Manomay Bundawala; Aruna Kumar,cs.ET,https://arxiv.org/abs/2510.02417
Cross-Platform DNA Methylation Classifier for the Eight Molecular Subtypes of Group 3 & 4 Medulloblastoma,Omer Abid; Gholamreza Rafiee,q-bio.GN,https://arxiv.org/abs/2510.02416
The Equilibrium Response of Atmospheric Machine-Learning Models to Uniform Sea Surface Temperature Warming,Bosong Zhang; Timothy M. Merlis,physics.ao-ph,https://arxiv.org/abs/2510.02415
RainSeer: Fine-Grained Rainfall Reconstruction via Physics-Guided Modeling,Lin Chen; Jun Chen; Minghui Qiu; Shuxin Zhong; Binghong Chen; Kaishun Wu,N/A,https://arxiv.org/abs/2510.02414
OpenTSLM: Time-Series Language Models for Reasoning over Multivariate Medical Text- and Time-Series Data,Patrick Langer; Thomas Kaar; Max Rosenblattl; Maxwell A. Xu; Winnie Chow; Martin Maritsch; Aradhana Verma; Brian Han; Daniel Seung Kim; Henry Chubb; Scott Ceresnak; Aydin Zahedivash; Alexander Tarlochan Singh Sandhu; Fatima Rodriguez; Daniel McDuff; Elgar Fleisch; Oliver Aalami; Filipe Barata; Paul Schmiedmayer,N/A,https://arxiv.org/abs/2510.02410
Extreme value forecasting using relevance-based data augmentation with deep learning models,Junru Hua; Rahul Ahluwalia; Rohitash Chandra,N/A,https://arxiv.org/abs/2510.02407
Orthogonal Procrustes problem preserves correlations in synthetic data,Oussama Ounissi; Nicklas Jävergård; Adrian Muntean,stat.ME,https://arxiv.org/abs/2510.02405
Linear RNNs for autoregressive generation of long music samples,Konrad Szewczyk; Daniel Gallo Fernández; James Townsend,cs.SD,https://arxiv.org/abs/2510.02401
LLM-Generated Samples for Android Malware Detection,Nik Rollinson; Nikolaos Polatidis,cs.CR,https://arxiv.org/abs/2510.02391
From Trace to Line: LLM Agent for Real-World OSS Vulnerability Localization,Haoran Xi; Minghao Shao; Brendan Dolan-Gavitt; Muhammad Shafique; Ramesh Karri,cs.SE,https://arxiv.org/abs/2510.02389
CWM: An Open-Weights LLM for Research on Code Generation with World Models,FAIR CodeGen team; Quentin Carbonneaux; Gal Cohen; Jonas Gehring; Jacob Kahn; Jannik Kossen; Felix Kreuk; Emily McMilin; Michel Meyer; Yuxiang Wei; David Zhang; Kunhao Zheng; Jordi Armengol-Estapé; Pedram Bashiri; Maximilian Beck; Pierre Chambon; Abhishek Charnalia; Chris Cummins; Juliette Decugis; Zacharias V. Fisches; François Fleuret; Fabian Gloeckle; Alex Gu; Michael Hassid; Daniel Haziza ; et al. (25 additional authors not shown),cs.SE,https://arxiv.org/abs/2510.02387
On The Fragility of Benchmark Contamination Detection in Reasoning Models,Han Wang; Haoyu Li; Brian Ko; Huan Zhang,cs.CR,https://arxiv.org/abs/2510.02386
Uncertainty-Aware Answer Selection for Improved Reasoning in Multi-LLM Systems,Aakriti Agrawal; Rohith Aralikatti; Anirudh Satheesh; Souradip Chakraborty; Amrit Singh Bedi; Furong Huang,cs.CL,https://arxiv.org/abs/2510.02377
Pretraining with hierarchical memories: separating long-tail and common knowledge,Hadi Pouransari; David Grangier; C Thomas; Michael Kirchhof; Oncel Tuzel,cs.CL,https://arxiv.org/abs/2510.02375
An Encoder-Decoder Network for Beamforming over Sparse Large-Scale MIMO Channels,Yubo Zhang; Jeremy Johnston; Xiaodong Wang,eess.SY,https://arxiv.org/abs/2510.02355
Modeling the language cortex with form-independent and enriched representations of sentence meaning reveals remarkable semantic abstractness,Shreya Saha; Shurui Li; Greta Tuckute; Yuanning Li; Ru-Yuan Zhang; Leila Wehbe; Evelina Fedorenko; Meenakshi Khosla,cs.CL,https://arxiv.org/abs/2510.02354
An Senegalese Legal Texts Structuration Using LLM-augmented Knowledge Graph,Oumar Kane; Mouhamad M. Allaya; Dame Samb; Mamadou Bousso,cs.CL,https://arxiv.org/abs/2510.02353
mini-vec2vec: Scaling Universal Geometry Alignment with Linear Transformations,Guy Dar,cs.CL,https://arxiv.org/abs/2510.02348
Breaking the MoE LLM Trilemma: Dynamic Expert Clustering with Structured Compression,Peijun Zhu; Ning Yang; Jiayu Wei; Jinghang Wu; Haijun Zhang,cs.CL,https://arxiv.org/abs/2510.02345
Can Prompts Rewind Time for LLMs? Evaluating the Effectiveness of Prompted Knowledge Cutoffs,Xin Gao; Ruiyi Zhang; Daniel Du; Saurabh Mahindre; Sai Ashish Somayajula; Pengtao Xie,cs.CL,https://arxiv.org/abs/2510.02340
CRACQ: A Multi-Dimensional Approach To Automated Document Assessment,Ishak Soltani; Francisco Belo; Bernardo Tavares,cs.CL,https://arxiv.org/abs/2510.02337
FormalML: A Benchmark for Evaluating Formal Subgoal Completion in Machine Learning Theory,Xiao-Wen Yang; Zihao Zhang; Jianuo Cao; Zhi Zhou; Zenan Li; Lan-Zhe Guo; Yuan Yao; Taolue Chen; Yu-Feng Li; Xiaoxing Ma,cs.CL,https://arxiv.org/abs/2510.02335
Where Did It Go Wrong? Attributing Undesirable LLM Behaviors via Representation Gradient Tracing,Zhe Li; Wei Zhao; Yige Li; Jun Sun,cs.CL,https://arxiv.org/abs/2510.02334
WEE-Therapy: A Mixture of Weak Encoders Framework for Psychological Counseling Dialogue Analysis,Yongqi Kang; Yong Zhao,eess.AS,https://arxiv.org/abs/2510.02320
KaVa: Latent Reasoning via Compressed KV-Cache Distillation,Anna Kuzina; Maciej Pioro; Paul N. Whatmough; Babak Ehteshami Bejnordi,N/A,https://arxiv.org/abs/2510.02312
Inferring Dynamic Physical Properties from Video Foundation Models,Guanqi Zhan; Xianzheng Ma; Weidi Xie; Andrew Zisserman,cs.CV,https://arxiv.org/abs/2510.02311
Robust Tangent Space Estimation via Laplacian Eigenvector Gradient Orthogonalization,Dhruv Kohli; Sawyer J. Robertson; Gal Mishne; Alexander Cloninger,N/A,https://arxiv.org/abs/2510.02308
Diffusion Models and the Manifold Hypothesis: Log-Domain Smoothing is Geometry Adaptive,Tyler Farghly; Peter Potaptchik; Samuel Howard; George Deligiannidis; Jakiw Pidstrigach,N/A,https://arxiv.org/abs/2510.02305
Knowledge Distillation Detection for Open-weights Models,Qin Shi; Amber Yijia Zheng; Qifan Song; Raymond A. Yeh,N/A,https://arxiv.org/abs/2510.02302
Equilibrium Matching: Generative Modeling with Implicit Energy-Based Models,Runqian Wang; Yilun Du,N/A,https://arxiv.org/abs/2510.02300
Interactive Training: Feedback-Driven Neural Network Optimization,Wentao Zhang; Yang Young Lu; Yuntian Deng,N/A,https://arxiv.org/abs/2510.02297
Continual Personalization for Diffusion Models,Yu-Chien Liao; Jr-Jen Chen; Chi-Pin Huang; Ci-Siang Lin; Meng-Lin Wu; Yu-Chiang Frank Wang,N/A,https://arxiv.org/abs/2510.02296
VideoNSA: Native Sparse Attention Scales Video Understanding,Enxin Song; Wenhao Chai; Shusheng Yang; Ethan Armand; Xiaojun Shan; Haiyang Xu; Jianwen Xie; Zhuowen Tu,cs.CV,https://arxiv.org/abs/2510.02295
Test-Time Anchoring for Discrete Diffusion Posterior Sampling,Litu Rout; Andreas Lugmayr; Yasamin Jafarian; Srivatsan Varadharajan; Constantine Caramanis; Sanjay Shakkottai; Ira Kemelmacher-Shlizerman,N/A,https://arxiv.org/abs/2510.02291
Tree-based Dialogue Reinforced Policy Optimization for Red-Teaming Attacks,Ruohao Guo; Afshin Oroojlooy; Roshan Sridhar; Miguel Ballesteros; Alan Ritter; Dan Roth,N/A,https://arxiv.org/abs/2510.02286
Learning to Generate Object Interactions with Physics-Guided Video Diffusion,David Romero; Ariana Bermudez; Hao Li; Fabio Pizzati; Ivan Laptev,cs.CV,https://arxiv.org/abs/2510.02284
VidGuard-R1: AI-Generated Video Detection and Explanation via Reasoning MLLMs and RL,Kyoungjun Park; Yifan Yang; Juheon Yi; Shicheng Zheng; Yifei Shen; Dongqi Han; Caihua Shan; Muhammad Muaz; Lili Qiu,cs.CV,https://arxiv.org/abs/2510.02282
Addressing Pitfalls in the Evaluation of Uncertainty Estimation Methods for Natural Language Generation,Mykyta Ielanskyi; Kajetan Schweighofer; Lukas Aichberger; Sepp Hochreiter,N/A,https://arxiv.org/abs/2510.02279
Fine-Grained Urban Traffic Forecasting on Metropolis-Scale Road Networks,Fedor Velikonivtsev; Oleg Platonov; Gleb Bazhenov; Liudmila Prokhorenkova,N/A,https://arxiv.org/abs/2510.02278
Diffusion^2: Turning 3D Environments into Radio Frequency Heatmaps,Kyoungjun Park; Yifan Yang; Changhan Ge; Lili Qiu; Shiqi Jiang,N/A,https://arxiv.org/abs/2510.02274
How to Combat Reactive and Dynamic Jamming Attacks with Reinforcement Learning,Yalin E. Sagduyu; Tugba Erpek; Kemal Davaslioglu; Sastry Kompella,N/A,https://arxiv.org/abs/2510.02265
Paving the Way Towards Kinematic Assessment Using Monocular Video: A Preclinical Benchmark of State-of-the-Art Deep-Learning-Based 3D Human Pose Estimators Against Inertial Sensors in Daily Living Activities,Mario Medrano-Paredes; Carmen Fernández-González; Francisco-Javier Díaz-Pernas; Hichem Saoudi; Javier González-Alonso; Mario Martínez-Zarzuela,cs.CV,https://arxiv.org/abs/2510.02264
RLAD: Training LLMs to Discover Abstractions for Solving Reasoning Problems,Yuxiao Qu; Anikait Singh; Yoonho Lee; Amrith Setlur; Ruslan Salakhutdinov; Chelsea Finn; Aviral Kumar,cs.AI,https://arxiv.org/abs/2510.02263
Transformers Discover Molecular Structure Without Graph Priors,Tobias Kreiman; Yutong Bai; Fadi Atieh; Elizabeth Weaver; Eric Qu; Aditi S. Krishnapriyan,N/A,https://arxiv.org/abs/2510.02259
DragFlow: Unleashing DiT Priors with Region Based Supervision for Drag Editing,Zihan Zhou; Shilin Lu; Shuli Leng; Shaocong Zhang; Zhuming Lian; Xinlei Yu; Adams Wai-Kin Kong,cs.CV,https://arxiv.org/abs/2510.02253
The Unreasonable Effectiveness of Scaling Agents for Computer Use,Gonzalo Gonzalez-Pumariega; Vincent Tu; Chih-Lun Lee; Jiachen Yang; Ang Li; Xin Eric Wang,cs.AI,https://arxiv.org/abs/2510.02250
Explore Briefly; Then Decide: Mitigating LLM Overthinking via Cumulative Entropy Regulation,Tianyi Jiang; Yi Bin; Yujuan Ding; Kainian Zhu; Fei Ma; Jingkuan Song; Heng Tao Shen,cs.CL,https://arxiv.org/abs/2510.02249
ExGRPO: Learning to Reason from Experience,Runzhe Zhan; Yafu Li; Zhi Wang; Xiaoye Qu; Dongrui Liu; Jing Shao; Derek F. Wong; Yu Cheng,N/A,https://arxiv.org/abs/2510.02245
Drop-Muon: Update Less; Converge Faster,Kaja Gruntkowska; Yassine Maziane; Zheng Qu; Peter Richtárik,N/A,https://arxiv.org/abs/2510.02239
PUL-Inter-slice Defender: An Anomaly Detection Solution for Distributed Slice Mobility Attacks,Ricardo Misael Ayala Molina; Hyame Assem Alameddine; Makan Pourzandi; Chadi Assi,N/A,https://arxiv.org/abs/2510.02236
xLSTM Scaling Laws: Competitive Performance with Linear Time-Complexity,Maximilian Beck; Kajetan Schweighofer; Sebastian Böck; Sebastian Lehner; Sepp Hochreiter,N/A,https://arxiv.org/abs/2510.02228
More Than One Teacher: Adaptive Multi-Guidance Policy Optimization for Diverse Exploration,Xiaoyang Yuan; Yujuan Ding; Yi Bin; Wenqi Shao; Jinyu Cai; Jingkuan Song; Yang Yang; Hengtao Shen,cs.CL,https://arxiv.org/abs/2510.02227
TempoControl: Temporal Attention Guidance for Text-to-Video Models,Shira Schiber; Ofir Lindenbaum; Idan Schwartz,cs.CV,https://arxiv.org/abs/2510.02226
Efficiently Generating Correlated Sample Paths from Multi-step Time Series Foundation Models,Ethan Baron; Boris Oreshkin; Ruijun Ma; Hanyu Zhang; Kari Torkkola; Michael W. Mahoney; Andrew Gordon Wilson; Tatiana Konstantinova,N/A,https://arxiv.org/abs/2510.02224
Quantum Fisher information matrices from Rényi relative entropies,Mark M. Wilde,quant-ph,https://arxiv.org/abs/2510.02218
Diffusion Transformers for Imputation: Statistical Efficiency and Uncertainty Quantification,Zeqi Ye; Minshuo Chen,N/A,https://arxiv.org/abs/2510.02216
C2AL: Cohort-Contrastive Auxiliary Learning for Large-scale Recommendation Systems,Mertcan Cokbas; Ziteng Liu; Zeyi Tao; Elder Veliz; Qin Huang; Ellie Wen; Huayu Li; Qiang Jin; Murat Duman; Benjamin Au; Guy Lebanon; Sagar Chordia; Chengkai Zhang,N/A,https://arxiv.org/abs/2510.02215
DiFFPO: Training Diffusion LLMs to Reason Fast and Furious via Reinforcement Learning,Hanyang Zhao; Dawen Liang; Wenpin Tang; David Yao; Nathan Kallus,N/A,https://arxiv.org/abs/2510.02212
StockBench: Can LLM Agents Trade Stocks Profitably In Real-world Markets?,Yanxu Chen; Zijun Yao; Yantao Liu; Jin Ye; Jianing Yu; Lei Hou; Juanzi Li,N/A,https://arxiv.org/abs/2510.02209
Measurement-Guided Consistency Model Sampling for Inverse Problems,Amirreza Tanevardi; Pooria Abbas Rad Moghadam; Sajjad Amini,eess.IV,https://arxiv.org/abs/2510.02208
Poolformer: Recurrent Networks with Pooling for Long-Sequence Modeling,Daniel Gallo Fernández,N/A,https://arxiv.org/abs/2510.02206
Detection of Chagas Disease from the ECG: The George B. Moody PhysioNet Challenge 2025,Matthew A. Reyna; Zuzana Koscova; Jan Pavlus; Soheil Saghafi; James Weigle; Andoni Elola; Salman Seyedi; Kiersten Campbell; Qiao Li; Ali Bahrami Rad; Antônio H. Ribeiro; Antonio Luiz P. Ribeiro; Reza Sameni; Gari D. Clifford,N/A,https://arxiv.org/abs/2510.02202
Cross-Breed Pig Identification Using Auricular Vein Pattern Recognition: A Machine Learning Approach for Small-Scale Farming Applications,Emmanuel Nsengiyumvaa; Leonard Niyitegekaa; Eric Umuhoza,cs.CV,https://arxiv.org/abs/2510.02197
UpSafe$^\circ$C: Upcycling for Controllable Safety in Large Language Models,Yuhao Sun; Zhuoer Xu; Shiwen Cui; Kun Yang; Lingyun Yu; Yongdong Zhang; Hongtao Xie,cs.AI,https://arxiv.org/abs/2510.02194
Hybrid Physics-ML Framework for Pan-Arctic Permafrost Infrastructure Risk at Record 2.9-Million Observation Scale,Boris Kriuk,N/A,https://arxiv.org/abs/2510.02189
High-Fidelity Speech Enhancement via Discrete Audio Tokens,Luca A. Lanzendörfer; Frédéric Berdoz; Antonis Asonitis; Roger Wattenhofer,cs.SD,https://arxiv.org/abs/2510.02187
GeoPurify: A Data-Efficient Geometric Distillation Framework for Open-Vocabulary 3D Segmentation,Weijia Dou; Xu Zhang; Yi Bin; Jian Liu; Bo Peng; Guoqing Wang; Yang Yang; Heng Tao Shen,cs.CV,https://arxiv.org/abs/2510.02186
Uncovering Semantic Selectivity of Latent Groups in Higher Visual Cortex with Mutual Information-Guided Diffusion,Yule Wang; Joseph Yu; Chengrui Li; Weihan Li; Anqi Wu,q-bio.NC,https://arxiv.org/abs/2510.02182
GRACE: A Language Model Framework for Explainable Inverse Reinforcement Learning,Silvia Sapora; Devon Hjelm; Alexander Toshev; Omar Attia; Bogdan Mazoure,N/A,https://arxiv.org/abs/2510.02180
Flatness-Aware Stochastic Gradient Langevin Dynamics,Stefano Bruno; Youngsik Hwang; Jaehyeon An; Sotirios Sabanis; Dong-Young Lim,N/A,https://arxiv.org/abs/2510.02174
Learning to Reason for Hallucination Span Detection,Hsuan Su; Ting-Yao Hu; Hema Swetha Koppula; Kundan Krishna; Hadi Pouransari; Cheng-Yu Hsieh; Cem Koc; Joseph Yitan Cheng; Oncel Tuzel; Raviteja Vemulapalli,cs.CL,https://arxiv.org/abs/2510.02173
Wasserstein normalized autoencoder for anomaly detection,CMS Collaboration,hep-ex,https://arxiv.org/abs/2510.02168
NoMod: A Non-modular Attack on Module Learning With Errors,Cristian Bassotto; Ermes Franch; Marina Krček; Stjepan Picek,cs.CR,https://arxiv.org/abs/2510.02162
Comparing Contrastive and Triplet Loss: Variance Analysis and Optimization Behavior,Donghuo Zeng,cs.MM,https://arxiv.org/abs/2510.02161
Machine learning in lattice quantum gravity,Jan Ambjorn; Zbigniew Drogosz; Jakub Gizbert-Studnicki; Andrzej Görlich; Dániel Németh; Marcus Reitz,hep-lat,https://arxiv.org/abs/2510.02159
Reinforcement Learning with Action-Triggered Observations,Alexander Ryabchenko; Wenlong Mou,N/A,https://arxiv.org/abs/2510.02149
Policy Gradient Guidance Enables Test Time Control,Jianing Qi; Hao Tang; Zhigang Zhu,N/A,https://arxiv.org/abs/2510.02148
How to Find Fantastic Papers: Self-Rankings as a Powerful Predictor of Scientific Impact Beyond Peer Review,Buxin Su; Natalie Collina; Garrett Wen; Didong Li; Kyunghyun Cho; Jianqing Fan; Bingxin Zhao; Weijie Su,stat.AP,https://arxiv.org/abs/2510.02143
Catalyst GFlowNet for electrocatalyst design: A hydrogen evolution reaction case study,Lena Podina; Christina Humer; Alexandre Duval; Victor Schmidt; Ali Ramlaoui; Shahana Chatterjee; Yoshua Bengio; Alex Hernandez-Garcia; David Rolnick; Félix Therrien,N/A,https://arxiv.org/abs/2510.02142
BioinfoMCP: A Unified Platform Enabling MCP Interfaces in Agentic Bioinformatics,Florensia Widjaja; Zhangtianyi Chen; Juexiao Zhou,q-bio.QM,https://arxiv.org/abs/2510.02139
FlexDoc: Parameterized Sampling for Diverse Multilingual Synthetic Documents for Training Document Understanding Models,Karan Dua; Hitesh Laxmichand Patel; Puneet Mittal; Ranjeet Gupta; Amit Agarwal; Praneet Pabolu; Srikant Panda; Hansa Meghwani; Graham Horwood; Fahad Shah,cs.AI,https://arxiv.org/abs/2510.02133
Identifying Subgroup and Context Effects in Conjoint Experiments,Steven Wang; Isys Johnson; Jessica Grogan; Lalit Jain; Atri Rudra; Kyle Hunt; Kenneth Joseph,stat.ME,https://arxiv.org/abs/2510.02123
VarCoNet: A variability-aware self-supervised framework for functional connectome extraction from resting-state fMRI,Charalampos Lamprou; Aamna Alshehhi; Leontios J. Hadjileontiadis; Mohamed L. Seghier,cs.NE,https://arxiv.org/abs/2510.02120
Non-Asymptotic Analysis of Data Augmentation for Precision Matrix Estimation,Lucas Morisset; Adrien Hardy; Alain Durmus,N/A,https://arxiv.org/abs/2510.02119
DAG DECORation: Continuous Optimization for Structure Learning under Hidden Confounding,Samhita Pal; James O'quinn; Kaveh Aryan; Heather Pua; James P. Long; Amir Asiaee,N/A,https://arxiv.org/abs/2510.02117
Ensemble Threshold Calibration for Stable Sensitivity Control,John N. Daras,N/A,https://arxiv.org/abs/2510.02116
Hybrid Deep Learning Modeling Approach to Predict Natural Gas Consumption of Home Subscribers on Limited Data,Milad Firoozeh; Nader Dashti; Mohammad Ali Hatefi,N/A,https://arxiv.org/abs/2510.02115
SoundReactor: Frame-level Online Video-to-Audio Generation,Koichi Saito; Julian Tanke; Christian Simon; Masato Ishii; Kazuki Shimada; Zachary Novack; Zhi Zhong; Akio Hayakawa; Takashi Shibuya; Yuki Mitsufuji,cs.SD,https://arxiv.org/abs/2510.02110
PENEX: AdaBoost-Inspired Neural Network Regularization,Klaus-Rudolf Kladny; Bernhard Schölkopf; Michael Muehlebach,N/A,https://arxiv.org/abs/2510.02107
Learning Model Representations Using Publicly Available Model Hubs,Damian Falk; Konstantin Schürholt; Konstantinos Tzevelekakis; Léo Meynent; Damian Borth,N/A,https://arxiv.org/abs/2510.02096
KAIROS: Unified Training for Universal Non-Autoregressive Time Series Forecasting,Kuiye Ding; Fanda Fan; Zheya Wang; Hongxiao Li; Yifan Wang; Lei Wang; Chunjie Luo; Jianfeng Zhan,N/A,https://arxiv.org/abs/2510.02084
Fine-Tuning Flow Matching via Maximum Likelihood Estimation of Reconstructions,Zhaoyi Li; Jingtao Ding; Yong Li; Shihua Li,N/A,https://arxiv.org/abs/2510.02081
Inferring Optical Tissue Properties from Photoplethysmography using Hybrid Amortized Inference,Jens Behrmann; Maria R. Cervera; Antoine Wehenkel; Andrew C. Miller; Albert Cerussi; Pranay Jain; Vivek Venugopal; Shijie Yan; Guillermo Sapiro; Luca Pegolotti; Jörn-Henrik Jacobsen,N/A,https://arxiv.org/abs/2510.02073
Adaptive Kernel Selection for Stein Variational Gradient Descent,Moritz Melcher; Simon Weissmann; Ashia C. Wilson; Jakob Zech,N/A,https://arxiv.org/abs/2510.02067
ReTabAD: A Benchmark for Restoring Semantic Context in Tabular Anomaly Detection,Sanghyu Yoon; Dongmin Kim; Suhee Yoon; Ye Seul Sim; Seungdong Yoa; Hye-Seung Cho; Soonyoung Lee; Hankook Lee; Woohyung Lim,cs.AI,https://arxiv.org/abs/2510.02060
Adaptive Heterogeneous Mixtures of Normalising Flows for Robust Variational Inference,Benjamin Wiriyapong; Oktay Karakuş; Kirill Sidorov,N/A,https://arxiv.org/abs/2510.02056
Multidata Causal Discovery for Statistical Hurricane Intensity Forecasting,Saranya Ganesh S.; Frederick Iat-Hin Tam; Milton S. Gomez; Marie McGraw; Mark DeMaria; Kate Musgrave; Jakob Runge; Tom Beucler,stat.AP,https://arxiv.org/abs/2510.02050
Mathematical Modeling and Convergence Analysis of Deep Neural Networks with Dense Layer Connectivities in Deep Learning,Jinshu Huang; Haibin Su; Xue-Cheng Tai; Chunlin Wu,N/A,https://arxiv.org/abs/2510.02049
Variational Secret Common Randomness Extraction,Xinyang Li; Vlad C. Andrei; Peter J. Gu; Yiqi Chen; Ullrich J. Mönich; Holger Boche,cs.IT,https://arxiv.org/abs/2510.02048
Zero-shot Human Pose Estimation using Diffusion-based Inverse solvers,Sahil Bhandary Karnoor; Romit Roy Choudhury,cs.CV,https://arxiv.org/abs/2510.02043
kabr-tools: Automated Framework for Multi-Species Behavioral Monitoring,Jenna Kline; Maksim Kholiavchenko; Samuel Stevens; Nina van Tiel; Alison Zhong; Namrata Banerji; Alec Sheets; Sowbaranika Balasubramaniam; Isla Duporge; Matthew Thompson; Elizabeth Campolongo; Jackson Miliko; Neil Rosser; Tanya Berger-Wolf; Charles V. Stewart; Daniel I. Rubenstein,cs.CV,https://arxiv.org/abs/2510.02030
FairContrast: Enhancing Fairness through Contrastive learning and Customized Augmenting Methods on Tabular Data,Aida Tayebi; Ali Khodabandeh Yalabadi; Mehdi Yazdani-Jahromi; Ozlem Ozmen Garibay,N/A,https://arxiv.org/abs/2510.02017
Normality Calibration in Semi-supervised Graph Anomaly Detection,Guolei Zeng; Hezhe Qiao; Guoguo Ai; Jinsong Guo; Guansong Pang,N/A,https://arxiv.org/abs/2510.02014
ShapeGen3DCP: A Deep Learning Framework for Layer Shape Prediction in 3D Concrete Printing,Giacomo Rizzieri; Federico Lanteri; Liberato Ferrara; Massimiliano Cremonesi,cs.CE,https://arxiv.org/abs/2510.02009
Wearable and Ultra-Low-Power Fusion of EMG and A-Mode US for Hand-Wrist Kinematic Tracking,Giusy Spacone; Sebastian Frey; Mattia Orlandi; Pierangelo Maria Rapa; Victor Kartsch; Simone Benatti; Luca Benini; Andrea Cossettini,eess.SP,https://arxiv.org/abs/2510.02000
Erdos-Turan photonic Ising machines with record-high coupling resolution,Huaqiang Li; Guangfeng Wang; Erez Hasman; Bo Wang; Xianfeng Chen,physics.optics,https://arxiv.org/abs/2510.01998
HIV-1 protease cleavage sites detection with a Quantum convolutional neural network algorithm,Junggu Choi; Junho Lee; Kyle L. Jung; Jae U. Jung,quant-ph,https://arxiv.org/abs/2510.01993
PepCompass: Navigating peptide embedding spaces using Riemannian Geometry,Marcin Możejko; Adam Bielecki; Jurand Prądzyński; Marcin Traskowski; Antoni Janowski; Karol Jurasz; Michał Kucharczyk; Hyun-Su Lee; Marcelo Der Torossian Torres; Cesar de la Fuente-Nunez; Paulina Szymczak; Michał Kmicikiewicz; Ewa Szczurek,N/A,https://arxiv.org/abs/2510.01988
Private Federated Multiclass Post-hoc Calibration,Samuel Maddock; Graham Cormode; Carsten Maple,N/A,https://arxiv.org/abs/2510.01987
$\text{G}^2$RPO: Granular GRPO for Precise Reward in Flow Models,Yujie Zhou; Pengyang Ling; Jiazi Bu; Yibin Wang; Yuhang Zang; Jiaqi Wang; Li Niu; Guangtao Zhai,N/A,https://arxiv.org/abs/2510.01982
Accelerating kinetic plasma simulations with machine learning generated initial conditions,Andrew T. Powis; Domenica Corona Rivera; Alexander Khrabry; Igor D. Kaganovich,physics.plasm-ph,https://arxiv.org/abs/2510.01977
Moon: A Modality Conversion-based Efficient Multivariate Time Series Anomaly Detection,Yuanyuan Yao; Yuhan Shi; Lu Chen; Ziquan Fang; Yunjun Gao; Leong Hou U; Yushuai Li; Tianyi Li,N/A,https://arxiv.org/abs/2510.01970
Lower Bounds on Adversarial Robustness for Multiclass Classification with General Loss Functions,Camilo Andrés García Trillos; Nicolás García Trillos,N/A,https://arxiv.org/abs/2510.01969
